iter	RMSE
521	219.6474393
522	219.5694529
523	219.5190707
524	219.4328713
525	219.3623548
526	219.3346571
527	219.3089572
528	219.2146723
529	219.1577585
530	219.1161962
531	219.0654425
532	219.0350942
533	218.9931063
534	218.9110463
535	218.9001882
536	218.8367477
537	218.7764862
538	218.717915
539	218.6428741
540	218.588814
541	218.5341641
542	218.498986
543	218.4657745
544	218.4385582
545	218.3636581
546	218.2959481
547	218.2487566
548	218.2028077
549	218.1664871
550	218.1053707
551	218.049606
552	218.0104198
553	217.9733191
554	217.8876859
555	217.8559377
556	217.8074267
557	217.7498212
558	217.6919683
559	217.6424409
560	217.5616642
561	217.5382038
562	217.4772872
563	217.4258838
564	217.3480282
565	217.3165273
566	217.2884113
567	217.2297039
568	217.1491949
569	217.1262443
570	217.0968431
571	217.0422597
572	217.0134301
573	216.9896765
574	216.9434769
575	216.9216655
576	216.8403661
577	216.7672181
578	216.7278462
579	216.6891462
580	216.5872549
581	216.5333662
582	216.4756652
583	216.4316131
584	216.4165477
585	216.3433256
586	216.3214125
587	216.2740966
588	216.2273362
589	216.1490116
590	216.0710196
591	216.024488
592	215.9542651
593	215.899988
594	215.8529419
595	215.7637301
596	215.7251874
597	215.6807541
598	215.6249835
599	215.5571227
600	215.5122212
601	215.4720351
602	215.4534148
603	215.4065102
604	215.3588199
605	215.3465529
606	215.3010398
607	215.2442395
608	215.2138129
609	215.1786388
610	215.1114705
611	215.0636957
612	214.9968902
613	214.9581166
614	214.9414146
615	214.9406972
616	214.8946671
617	214.8536115
618	214.81236
619	214.7468218
620	214.7116553
621	214.7031425
622	214.6326179
623	214.605382
624	214.535371
625	214.5018071
626	214.4840461
627	214.4375177
628	214.3543258
629	214.3245645
630	214.2670625
631	214.2124958
632	214.1530019
633	214.0854029
634	214.0275797
635	214.0112418
636	213.97013
637	213.9410974
638	213.9080216
639	213.8614734
640	213.8179297
641	213.7946795
642	213.7465894
643	213.6557613
644	213.6059718
645	213.5607442
646	213.5466169
647	213.5333064
648	213.5026573
649	213.4436263
650	213.3761638
651	213.3385256
652	213.285826
653	213.2494428
654	213.2188114
655	213.1815159
656	213.1327613
657	213.0738744
658	213.0443919
659	213.0160937
660	212.9817889
661	212.9301054
662	212.8993759
663	212.8567058
664	212.8191118
665	212.7692475
666	212.7091168
667	212.6544225
668	212.610426
669	212.5882872
670	212.5508747
671	212.489731
672	212.4731165
673	212.4230431
674	212.4007939
675	212.3543576
676	212.303532
677	212.2784951
678	212.2602296
679	212.2122085
680	212.1703778
681	212.1060176
682	212.0761806
683	212.0508886
684	212.0197267
685	211.9898709
686	211.9446727
687	211.9261467
688	211.9181526
689	211.8936463
690	211.8514093
691	211.8412674
692	211.805162
693	211.7782489
694	211.728504
695	211.6815985
696	211.6294426
697	211.6011966
698	211.5501482
699	211.5035377
700	211.4672535
701	211.4621352
702	211.3942307
703	211.3682253
704	211.3566511
705	211.3553521
706	211.3030485
707	211.235625
708	211.2119572
709	211.1447905
710	211.1098055
711	211.0863912
712	211.0669158
713	211.0219741
714	210.9799446
715	210.9596669
716	210.9584317
717	210.9299438
718	210.8841935
719	210.8313661
720	210.8151949
721	210.7746328
722	210.7423186
723	210.7023911
724	210.7018864
725	210.6731874
726	210.6367001
727	210.5874731
728	210.5566291
729	210.5329052
730	210.5107463
731	210.4662696
732	210.4565957
733	210.3953742
734	210.3015179
735	210.2616059
736	210.2259792
737	210.1664219
738	210.1193155
739	210.0621458
740	210.0199918
741	209.9873203
742	209.9662604
743	209.9064367
744	209.8608254
745	209.7731644
746	209.7131682
747	209.6676983
748	209.6179717
749	209.5693787
750	209.526092
751	209.4935076
752	209.3935236
753	209.3653751
754	209.3381894
755	209.2794927
756	209.2576851
757	209.2168092
758	209.1653765
759	209.1547444
760	209.121533
761	209.088406
762	209.0413803
763	208.9984925
764	208.964322
765	208.9281414
766	208.8562902
767	208.8392062
768	208.8161836
769	208.7885179
770	208.7772169
771	208.7376365
772	208.6918814
773	208.6451134
774	208.6174378
775	208.5863423
776	208.550575
777	208.5143285
778	208.5067211
779	208.4521387
780	208.4193047
781	208.4051911
782	208.3752421
783	208.3271708
784	208.2996413
785	208.239334
786	208.1763595
787	208.125896
788	208.076224
789	208.0303992
790	207.9892746
791	207.9595756
792	207.9485502
793	207.9060657
794	207.8643253
795	207.8316218
796	207.7983732
797	207.77225
798	207.7301226
799	207.68713
800	207.6482025
801	207.6472098
802	207.6148162
803	207.5850265
804	207.5683979
805	207.544088
806	207.5130008
807	207.4916105
808	207.4673103
809	207.4420039
810	207.4027679
811	207.3731329
812	207.3338802
813	207.3086966
814	207.2466482
815	207.2186323
816	207.1788912
817	207.1595862
818	207.1282117
819	207.1129591
820	207.0773895
821	207.04117
822	206.9833051
823	206.9799301
824	206.965703
825	206.9155049
826	206.8778907
827	206.8400588
828	206.8083217
829	206.77959
830	206.7533069
831	206.7304943
832	206.6848258
833	206.6529863
834	206.6126153
835	206.5874518
836	206.5425834
837	206.5244098
838	206.4956701
839	206.4558171
840	206.4421225
841	206.3859748
842	206.3469991
843	206.3110303
844	206.2768682
845	206.2562575
846	206.212373
847	206.1872317
848	206.1594455
849	206.1325546
850	206.0862008
851	206.0692945
852	206.0395355
853	206.0197462
854	205.9785607
855	205.9506634
856	205.9359274
857	205.902475
858	205.8535782
859	205.8214709
860	205.7851166
861	205.7317448
862	205.7240307
863	205.6724239
864	205.6160793
865	205.5736228
866	205.5349912
867	205.4992228
868	205.4633632
869	205.4172686
870	205.3829709
871	205.3097289
872	205.2898097
873	205.238688
874	205.1931566
875	205.1583222
876	205.117507
877	205.0721549
878	205.0611975
879	205.0314953
880	205.0104369
881	204.9872988
882	204.9493844
883	204.8989074
884	204.8521376
885	204.7826819
886	204.7284564
887	204.6923854
888	204.6744524
889	204.6478604
890	204.6331924
891	204.6139665
892	204.5875976
893	204.5676215
894	204.5094203
895	204.4951554
896	204.4468633
897	204.4230279
898	204.3894629
899	204.3642173
900	204.3432375
901	204.3255479
902	204.3233679
903	204.3066868
904	204.2717035
905	204.2279761
906	204.1814242
907	204.1416861
908	204.1348844
909	204.0811028
910	204.0511433
911	204.0427867
912	203.9610957
913	203.8721633
914	203.8448833
915	203.803528
916	203.7727179
917	203.7591623
918	203.7269
919	203.7179018
920	203.7028475
921	203.6877375
922	203.6514324
923	203.6317286
924	203.603426
925	203.5930882
926	203.5626286
927	203.5205619
928	203.4894439
929	203.4377
930	203.4194301
931	203.3828998
932	203.3352211
933	203.2994545
934	203.2731254
935	203.2061597
936	203.1775904
937	203.1473553
938	203.1206829
939	203.0896301
940	203.0551912
941	203.0168567
942	202.9954231
943	202.9632505
944	202.9411914
945	202.9302848
946	202.9026864
947	202.8668074
948	202.826855
949	202.8117985
950	202.7734765
951	202.7407542
952	202.7148001
953	202.6833531
954	202.6506561
955	202.6196418
956	202.6075862
957	202.5700147
958	202.5582435
959	202.546781
960	202.5333703
961	202.5013963
962	202.4726783
963	202.4516785
964	202.4145264
965	202.3979404
966	202.347879
967	202.3243551
968	202.2918756
969	202.2507586
970	202.2217221
971	202.2087213
972	202.1755248
973	202.1679174
974	202.1514809
975	202.1104045
976	202.072507
977	202.0176065
978	201.982459
979	201.953049
980	201.9434501
981	201.9071019
982	201.8846917
983	201.8594405
984	201.8036905
985	201.7632081
986	201.734112
987	201.6919943
988	201.6544467
989	201.5867282
990	201.5856176
991	201.5679132
992	201.5236549
993	201.5111347
994	201.4996845
995	201.4600936
996	201.4007019
997	201.3794348
998	201.3777371
999	201.3629742
